Date,BLH_passed,AMS_passed,Att.flow_cfs,Turbine.flow_cfs,Water.temp_max,Water.temp_min,Water.temp_mean,Discharge_max,Discharge_min,Discharge_mean,DO_max,DO_min,DO_mean
4/15/2013,2468,28756,232.51,3436,20.3,19.9,20.1,18300,-128,3470,8.6,7.6,8.2
4/16/2013,1341,52856,174.22,5395,20.5,19.7,20,8250,11,5390,8.4,7.9,8.3
4/17/2013,9,68034,118.39,5143,21.5,19.8,20.5,7380,124,5140,8.6,7.7,8.3
4/18/2013,15,1226,58.73,5294,22.4,21.3,21.9,7520,76,5290,8.6,7.9,8.4
4/19/2013,0,7749,56.06,5367,23.2,21.9,22.6,7940,-578,5370,8.5,7.8,8.3
4/20/2013,0,47,21.23,6959,22.6,20.9,22.1,7890,5980,6960,8.1,7.8,7.9
4/21/2013,0,0,155.47,7027,20.9,19.4,20.2,8160,6140,7030,8.6,8,8.3
4/22/2013,26,1139,246.06,7203,19.5,18.3,19.2,8400,6330,7210,8.8,8.4,8.7
4/23/2013,23,416,246.98,7609,18.4,17.9,18.2,9230,-271,7570,9.1,8.8,9
4/24/2013,62,1584,238.03,6089,19.2,17.7,18.5,12200,-271,6130,9.6,8.6,9
4/25/2013,0,171,212.48,7925,21,19.2,20.3,14000,6250,7920,9,8.6,8.9
4/26/2013,0,0,59.15,7013,21.4,20.7,21.1,9370,6090,7010,9.1,8.7,8.9
4/27/2013,0,0,0,9441,21,20.2,20.7,20600,6060,9440,9.1,8.7,8.9
4/28/2013,0,0,0,11083,20.2,19.6,19.9,22100,5970,11100,9.1,8.8,8.9
4/29/2013,0,0,0,16072,20.1,19.4,19.7,22900,6110,16100,9.1,8.7,8.9
4/30/2013,0,0,0,20068,20.5,19.5,19.9,23900,17200,20100,9.3,8.7,9
5/1/2013,0,280,148.44,19829,20.4,19.6,19.9,23700,2840,19800,9.2,8.6,8.9
5/2/2013,1,420,244.3,17218,19.9,19.4,19.6,23100,6520,17200,9.1,8.6,8.9
5/3/2013,0,127,237.14,17102,19.5,18.7,19,23300,3220,17100,9.1,8.5,8.8
5/4/2013,0,0,36.46,17919,18.7,17.8,18.3,23200,6440,18000,9.3,8.7,9
5/5/2013,0,0,36.46,21745,18.8,18.2,18.5,25200,17300,21800,9.2,8.8,9
5/6/2013,0,321,220.21,23173,20.5,18.5,19.3,25100,21500,23200,9.8,8.8,9.2
5/7/2013,0,55,100.9,23192,20.1,18.9,19.5,25500,21500,23200,9.7,9.1,9.4
3/24/2014,87,278,77.27,20147,13.8,12.7,13.2,24000,17200,20200,11.6,10.8,11.3
3/25/2014,1226,114,239.18,16182,13.5,12.4,12.7,24000,-2170,16100,11.5,10.7,11.1
3/26/2014,3170,164,233.62,14855,12.4,10.9,11.6,23200,3760,14900,11.7,10.8,11.2
3/27/2014,4895,495,245.93,12020,12.8,11.4,11.8,22700,2250,12000,11.8,11.2,11.4
3/28/2014,7823,490,248.26,11973,13.3,12.3,12.7,21800,2380,12000,11.6,11,11.3
3/29/2014,9644,0,248.17,15684,14.6,13.2,13.7,23800,6100,15700,11.6,10.8,11.2
3/30/2014,11649,332,226.25,11922,14.6,13.7,14,22800,5370,11900,11.3,10.4,10.8
3/31/2014,2659,60,244.19,12772,14.8,13.4,14,23000,4550,12800,11,10.3,10.6
4/1/2014,14264,1208,229.58,12750,16.3,14.2,14.9,23000,4810,12700,10.8,9.3,10.1
4/2/2014,21428,2327,231.12,10209,17.3,15.6,16.2,22500,5910,10200,9.9,9.2,9.6
4/3/2014,22282,3663,230.07,7203,NA,NA,NA,NA,NA,8410,NA,NA,NA
4/4/2014,17369,4088,250.72,9098,NA,NA,NA,NA,NA,9100,NA,NA,NA
4/5/2014,21750,4065,250.99,8265,19.7,18.9,19.2,NA,NA,8260,8.9,8.3,8.6
4/6/2014,18719,1736,249.9,8776,19.8,17.5,19,NA,NA,8780,8.9,8.3,8.5
4/7/2014,8037,878,248.61,8796,17.6,17.3,17.5,NA,NA,8920,8.7,8.2,8.4
4/8/2014,1133,359,249.23,8561,17.9,17.2,17.4,NA,NA,8560,8.6,8.2,8.4
4/9/2014,1322,426,248.67,8244,18,17.2,17.6,NA,NA,8240,8.7,8.4,8.5
4/10/2014,709,1532,241.4,11815,19.2,17.7,18.1,NA,NA,11800,8.9,8.2,8.5
4/11/2014,461,478,246.4,11375,19.4,18.1,18.7,NA,NA,11400,8.9,8.2,8.5
4/12/2014,509,977,246.58,11731,20.7,19,19.5,NA,NA,11700,9.1,8.3,8.6
4/13/2014,368,288,247.17,13057,21,19.7,20.2,NA,NA,13100,9,8.4,8.6
4/14/2014,99,87,209.83,13020,20.8,20.1,20.5,NA,NA,13000,8.7,8.2,8.4
4/15/2014,276,487,248.56,12921,20.8,19.8,20.4,NA,NA,12900,8.4,7.9,8.1
4/16/2014,312,414,226.72,13696,19.8,17.7,18.5,NA,NA,13700,8.7,7.9,8.2
4/17/2014,153,1134,184.71,13946,18.6,16.9,17.6,NA,NA,13900,8.9,8.2,8.5
4/18/2014,206,338,60.56,15903,18.1,16.9,17.4,NA,NA,15600,8.8,8.5,8.6
4/19/2014,271,320,59.74,17830,16.9,16.3,16.6,NA,NA,17800,8.8,8.4,8.6
4/20/2014,91,1037,78.45,21414,16.7,15.8,16.2,NA,NA,21400,9.1,8.6,8.8
4/21/2014,52,799,83.14,21903,18.1,16.1,16.9,NA,NA,21900,9.4,8.8,9
4/22/2014,65,1076,151.15,22186,19.1,17.1,17.9,NA,NA,22200,9.4,8.8,9.1
4/23/2014,28,843,248.53,22221,19.7,18.1,18.8,NA,NA,22200,9.4,8.8,9.1
4/24/2014,48,447,247.38,22234,19.5,17.8,18.7,NA,NA,22200,9.4,8.5,9
4/25/2014,20,386,240.46,22213,20.6,18.5,19.4,NA,NA,22200,9.5,8.7,9.1
4/26/2014,22,489,247.04,22170,21.1,19.5,20.2,NA,NA,22200,9.6,8.8,9.2
4/27/2014,0,795,247.42,22147,22.1,19.9,20.8,NA,NA,22100,9.4,8.7,9.1
4/28/2014,12,1004,181.63,22138,22.5,20.8,21.5,NA,NA,22100,9.3,8.6,8.9
4/29/2014,0,753,182.06,22129,22.8,21.8,22.3,NA,NA,22100,9,8.4,8.7
4/30/2014,3,670,181.2,22139,22.6,22.2,22.4,NA,NA,22100,8.8,8.2,8.4
5/1/2014,0,819,181.51,22152,22.4,21.8,22.1,NA,NA,22200,8.6,7.9,8.2
5/2/2014,0,449,179.91,22201,22.1,21.2,21.5,NA,NA,22200,8.5,7.7,8.1
5/3/2014,0,216,177.63,20032,21.9,20.5,21.1,NA,NA,20000,8.7,8,8.3
5/4/2014,0,270,176.97,15948,22.7,20.9,21.7,NA,NA,15900,9.1,7.2,8.5
5/5/2014,0,408,246.73,11067,23.5,22.1,22.6,NA,NA,11100,9,7.4,8.5
5/6/2014,0,612,241.38,6012,23.5,23,23.2,NA,NA,6010,8.8,8,8.3
5/7/2014,38,1823,244.07,3420,24.7,23.1,23.9,NA,NA,3420,8.1,6.7,7.7
5/8/2014,0,2784,76.6,458,25.7,24,24.7,NA,NA,1370,7.9,4.9,6.5
5/9/2014,0,0,50,464,26.4,24.6,25.4,NA,NA,1390,7.6,4.9,6.2
5/10/2014,0,0,50,449,26.9,25.6,26.1,NA,NA,1350,7.3,4.1,5.5
5/11/2014,0,0,50,482,27.8,25.9,26.5,NA,NA,1450,7.1,3.8,5.3
5/12/2014,0,124,78.04,466,28,26.1,26.9,NA,NA,1400,7.3,3.6,5.4
5/13/2014,0,0,25,548,28.4,26.6,27.4,NA,NA,1640,7.6,4.1,5.7
5/14/2014,0,0,33.33,462,28.3,26.9,27.6,NA,NA,1380,7.2,4.3,5.7
5/15/2014,0,0,33.33,2937,27.7,27.2,27.5,NA,NA,1350,7,4.5,5.6
5/16/2014,0,0,33.33,1906,27.6,26.4,27.1,6960,-636,1910,7.2,5.4,6.2
5/17/2014,0,0,33.33,2706,27.1,24.8,26.3,20600,-923,2710,8,4.8,5.8
5/18/2014,0,0,33.33,5840,24.8,23.2,24.2,21300,-1120,5930,9,5.9,7.5
5/19/2014,0,0,33.33,0,23.8,22.8,23.2,20800,-4310,5990,9.2,6.9,8.4
5/20/2014,0,0,33.33,0,24.3,23.2,23.6,21700,-2250,6030,9.3,6.4,8.4
5/21/2014,0,0,0,0,24.8,23.8,24.2,20500,-1880,5620,9.1,6.9,8.4
5/22/2014,0,0,0,0,25.7,24.1,24.7,19900,-5340,6500,9.2,7.6,8.5
5/23/2014,0,0,0,0,27.4,25.3,26,20300,-308,5820,9.3,6.8,8.4
5/24/2014,0,0,0,0,27.7,26.8,27.1,20300,-2780,5890,9.2,6.8,8.4
5/25/2014,0,0,0,0,27.3,26.5,26.8,20400,-1780,5960,9.1,7.6,8.4
2/12/2015,0,464,32.9,49,11.5,10.2,10.6,384,-124,124,9.9,9.2,9.6
2/13/2015,0,259,32.66,3087,10.2,9.7,10,19900,-426,3030,11.2,9.8,10.7
2/14/2015,0,0,0,3087,10.1,9.1,9.6,291,-209,47,10.8,10.4,10.7
2/15/2015,0,0,0,143,9.9,8.7,9.3,405,-4,188,10.8,10.3,10.6
2/16/2015,0,0,0,0,9.1,8.5,8.8,332,-52,60,10.6,10.1,10.4
2/17/2015,0,14,21.06,2897,9.1,8.1,8.7,19700,-700,2810,11.4,10,10.5
2/18/2015,1,174,64.62,2739,8.1,7.2,7.7,19600,-1400,2780,12,11.1,11.8
2/19/2015,7,12,68.7,5007,7.4,6.3,7,18600,-798,4910,12.7,11.9,12.1
2/20/2015,0,5,69.58,9735,6.3,5.2,5.5,21300,-1270,9640,13,12.2,12.5
2/21/2015,0,9,72.27,6146,6.4,5.3,5.9,21400,-1110,6180,13.1,12.4,12.7
2/22/2015,33,0,64.62,4990,7.7,6.4,6.9,6760,262,4570,12.8,12.5,12.7
2/23/2015,1,0,70.38,6549,8.4,7.7,8.2,6440,4700,5940,12.8,12.6,12.7
2/24/2015,0,0,92.75,6757,8.2,7.3,7.8,13500,5270,6160,12.6,12.3,12.5
2/25/2015,2,1,102.04,6549,7.3,6.5,6.9,7190,5500,5950,12.5,12.2,12.3
2/26/2015,0,2,102.3,6581,6.6,6.4,6.5,6480,5630,5990,12.4,12.2,12.3
2/27/2015,0,0,103.06,9417,7,6.3,6.5,18900,4510,8940,12.6,12.2,12.5
2/28/2015,1,4,103.06,11648,7.6,6.9,7.1,20600,2320,11400,12.8,12.6,12.6
3/1/2015,11,0,103.06,14816,7.6,7.1,7.3,21000,2310,14800,12.6,12.3,12.5
3/2/2015,2,16,146.42,14755,8.8,7.2,7.7,21900,2310,14800,12.7,12.4,12.5
3/3/2015,0,0,220.32,14741,8.9,8.4,8.6,22000,5890,14800,12.6,12.3,12.4
3/4/2015,1,3,220.32,14742,9.8,8.2,8.8,21700,6010,14800,12.6,12.2,12.4
3/5/2015,1,0,236.89,15567,11,9.7,10.2,22200,12200,15700,12.6,12,12.2
3/6/2015,0,16,245.32,19461,10.9,9.2,9.7,22900,17200,19900,12.2,11.7,12
3/7/2015,2,7,245.32,16348,10.3,8.7,9.4,23300,2550,16500,12.3,11.8,12
3/8/2015,0,36,245.57,14803,11,9.6,10.2,22600,5170,14800,12.4,11.9,12.2
3/9/2015,20,43,245.32,11748,12.3,10.5,11,22100,2250,11600,12.3,12,12.2
3/10/2015,113,404,244.81,9493,13.8,11.8,12.4,22500,2990,9090,12.2,11.9,12.1
3/11/2015,1014,666,243.11,8207,15.2,13.6,14.1,16600,3290,7670,12.1,11.4,11.7
3/12/2015,2243,490,245.32,9824,15.3,14.2,14.9,21300,5210,9400,11.9,11.3,11.6
3/13/2015,2747,141,245.52,9674,14.2,12.5,13.1,21900,4030,9270,11.7,10.8,11
3/14/2015,6886,65,244.77,9226,13,12.2,12.5,21200,1800,8790,11.2,10.6,11
3/15/2015,0,0,49.97,9390,14.3,12.7,13.1,21000,3030,8940,11.5,10.7,11.1
3/16/2015,12146,1968,247.35,9393,15.3,14,14.4,21700,4650,8940,11.5,11,11.2
3/17/2015,9846,4023,251.26,7059,15.9,15.1,15.4,20500,4500,6500,11.3,10.5,10.9
3/18/2015,9089,5672,246.91,6595,16.1,15.4,15.8,6800,3840,6020,10.5,10.1,10.3
3/19/2015,2270,1795,248.91,6368,15.8,15,15.5,6610,4410,5780,10.2,9.8,10
3/20/2015,2197,305,220.92,8882,15,14.5,14.8,21500,-383,8390,10,9.6,9.8
3/21/2015,36296,1229,245.78,5981,15.6,14.7,15.2,6910,345,5470,10,9.2,9.8
3/22/2015,29270,5495,247.48,6296,15.8,15.3,15.6,6770,345,5790,9.8,9.3,9.6
3/23/2015,52483,1618,250.12,6797,15.4,14.8,15.2,6740,5150,6210,9.8,9.3,9.6
3/24/2015,19537,534,246.54,6611,15.1,14.6,14.8,9450,1250,6030,11,9.3,9.6
3/25/2015,22374,750,249.12,9282,15.7,14.6,15,21500,408,8790,9.8,9.4,9.6
3/26/2015,9854,969,248.09,9521,16.9,15.7,16.2,19900,4960,9060,9.7,9.1,9.4
3/27/2015,3360,533,239.87,9252,17,16.3,16.8,20100,5730,8780,9.5,8.8,9.1
3/28/2015,2469,1445,250.48,10979,16.3,15.5,15.8,21400,3620,10600,9.1,8.8,8.9
3/29/2015,4463,653,249.18,9559,15.7,14.3,15,21400,5690,9110,9.5,8.9,9.2
3/30/2015,1420,6577,249.72,5943,14.8,13.6,14.1,21800,-273,5820,9.6,8.4,9.2
3/31/2015,5005,3050,138.11,93,15.4,13.7,14.4,2720,-1420,207,8.5,6.4,7.6
4/1/2015,4012,6421,58.23,286,16.2,14.7,15.3,1080,71,298,6.8,5.1,5.9
4/2/2015,3356,4253,54.31,1826,16.5,15.2,15.7,6560,70,1690,8.8,3.5,5.1
4/3/2015,388,3813,49.67,3105,18.5,15.4,17.3,6460,-1290,2840,8.9,7.4,8.4
4/4/2015,265,1379,56.07,3359,19.6,17.9,18.7,5960,-15,3030,8.5,7,7.9
4/5/2015,357,3192,64.94,3380,18.8,17.9,18.3,5910,-102,3050,8.3,6.7,7.6
4/6/2015,302,6188,78.83,2527,18.8,17.8,18.2,6420,-275,2260,8.2,6.8,7.6
4/7/2015,214,5921,58.87,1714,19.5,17.7,18.3,5810,-280,1570,8.5,6.3,7.3
4/8/2015,232,4352,79.18,820,21.5,18.9,20,5450,-104,789,8.4,6.1,7
4/9/2015,66,802,59.39,2568,23.2,20.6,21.8,5770,-9,2330,8,6.9,7.6
4/10/2015,160,2090,41.82,3218,23.6,22.1,22.9,6200,57,2910,7.6,6.2,7.2
4/11/2015,83,2941,78.83,3301,23.7,22.8,23.2,6090,-101,2980,7.4,4.7,6.5
4/12/2015,17,203,78.83,6461,22.8,21.7,22.4,6390,5450,5830,7.2,6.8,7
4/13/2015,4,579,180.19,9051,21.7,21,21.3,20800,5550,8520,8.1,7.2,7.6
4/14/2015,11,889,208.33,8535,21.8,20.9,21.1,20900,4710,8020,8.1,7.7,7.9
4/15/2015,0,502,208.37,8135,21.8,20.9,21.5,15300,4940,7600,8.4,7.7,7.9
4/16/2015,0,424,223.95,9058,20.9,19.3,20.2,21000,4350,8560,8,7.6,7.7
4/17/2015,0,915,225.13,11933,19.8,19.1,19.3,21400,5540,11600,8.3,7.8,8
4/18/2015,0,103,258.95,11209,20.8,19.7,20.1,23500,2300,15000,8.3,7.7,8
4/19/2015,0,523,245.32,18779,20.7,20.2,20.4,23600,5630,19200,8.3,7.8,8
4/20/2015,0,195,245.57,21972,20.9,20,20.4,25100,21000,22700,8.6,7.9,8.2
4/21/2015,0,58,231.88,21956,21.8,20,20.7,25200,21300,22700,9,7.9,8.4
4/22/2015,0,86,220.32,21964,21.6,20.1,20.8,24200,21000,22700,8.8,8,8.4
4/23/2015,0,54,215.36,22006,21.4,20.1,20.8,24500,20900,22800,8.6,7.9,8.3
4/24/2015,0,20,245.06,21601,21,19.5,20.3,25100,20900,22700,8.6,7.9,8.3
4/25/2015,0,18,245.57,21690,20.6,19.7,20.1,24600,21100,22800,8.5,8,8.3
4/26/2015,0,22,245.32,21391,21.7,20.2,20.8,24300,21100,22500,8.4,7.9,8.2
4/27/2015,0,6,245.57,21309,21.4,20,20.7,24200,20700,22400,8.4,7.8,8.1
4/28/2015,0,14,228.58,21401,21,19.8,20.4,24500,20800,22500,8.5,7.9,8.2
4/29/2015,0,7,225.52,21448,20.9,19.7,20.1,24500,20700,22600,8.3,7.8,8
1/21/2016,0,25,,0,9.4,8.8,9,24300,20800,22500,10.8,10.7,10.8
2/17/2016,0,0,31.28,14646,9.8,9.1,9.4,16300,13700,14900,11.3,11.1,11.2
2/18/2016,0,0,164.59,14398,9.8,9.1,9.4,16200,13300,14700,11.3,11.2,11.2
2/19/2016,0,0,257.4,14951,10,8.9,9.4,16500,14100,15300,11.3,11.2,11.3
2/20/2016,0,0,49.97,14972,10.3,9.5,9.8,16800,13900,15300,11.3,11.2,11.2
2/21/2016,0,0,49.97,14807,10.8,10.1,10.4,16300,13900,15100,11.3,11.1,11.2
2/22/2016,0,21,246.92,14824,11.5,10.8,11,16100,13900,15100,11.2,11,11.1
2/23/2016,0,16,257.28,14763,11.8,11.1,11.4,16400,13800,15000,11.1,10.9,11
2/24/2016,0,44,254.38,14923,13.1,11.5,12.1,16100,14100,15200,11,10.3,10.7
2/25/2016,0,41,256.92,14929,13,11.3,11.9,16300,14000,14900,10.4,10.2,10.3
2/26/2016,0,36,257.23,14842,11.8,11.1,11.4,16400,13000,14800,10.5,10.2,10.3
2/27/2016,0,15,257.23,15132,11.8,11.1,11.4,16600,14100,15100,10.7,10.3,10.5
2/28/2016,0,3,264,15133,12.3,11.2,11.6,16100,14100,15100,10.8,10.6,10.6
2/29/2016,0,15,260.16,15068,12.7,11.5,12,16500,13200,15100,10.8,10.5,10.6
3/1/2016,0,0,199.37,14816,13.3,12.3,12.7,16500,13700,14800,10.7,10.5,10.6
3/2/2016,0,0,0,14348,13.7,13,13.3,15900,13200,14300,10.7,10.3,10.4
3/3/2016,0,1,51.28,14298,13.6,12.5,12.8,15600,13300,14300,10.6,10.3,10.4
3/4/2016,0,5,23.81,14155,12.7,12.1,12.4,15600,12200,14200,10.5,10.2,10.4
3/5/2016,0,0,0,13843,13.3,12.1,12.5,15700,6180,13800,10.6,10.2,10.4
3/6/2016,0,0,0,13776,13.3,12.6,12.9,15600,7660,13800,10.6,10.3,10.4
3/7/2016,50,107,108.95,13750,13.8,12.6,13,15900,6760,13700,10.6,10.2,10.4
3/8/2016,42,187,198.63,13063,14.7,13.2,13.7,15700,6200,13100,10.7,10.2,10.5
3/9/2016,16,93,197.6,12928,15.4,13.9,14.5,16000,3590,12900,10.8,10.2,10.5
3/10/2016,47,85,97.39,12634,16.3,14.5,15.2,16100,3310,12600,10.8,10.2,10.5
3/11/2016,0,0,0,14030,17.3,15.9,16.4,15500,11000,14000,10.7,9.9,10.3
3/12/2016,0,0,0,14240,18.3,16.5,17.1,15500,11100,14200,11,10.1,10.5
3/13/2016,0,0,0,12541,18.4,17.6,18,15600,6430,12500,10.8,9.9,10.2
3/14/2016,0,0,0,6985,19.1,18.4,18.7,7750,5560,6980,10.2,9.5,9.7
3/15/2016,0,0,0,10119,20.7,19,19.7,14600,4310,10200,9.9,9,9.5
3/16/2016,0,0,0,13708,20.8,20.1,20.4,15200,6990,13700,9.3,8.7,9
3/17/2016,0,0,0,14155,20.8,20,20.3,19200,10800,14200,9.1,8.4,8.8
3/18/2016,0,0,0,14443,20.4,19.5,19.9,22700,9250,14400,9,8.6,8.8
3/19/2016,0,0,0,14294,20.1,19.3,19.6,16000,11600,14300,9,8.5,8.8
3/20/2016,0,0,0,14116,19.8,17.8,18.8,18000,13200,14100,9,8.6,8.8
3/21/2016,0,0,0,16923,17.8,16.7,17.1,23100,10800,16900,9.2,8.6,8.8
3/22/2016,0,0,0,16747,17.3,15.8,16.4,24000,3530,16800,9.2,8.3,8.9
3/23/2016,0,0,0,11999,17.1,15.9,16.3,23800,2960,11900,9.2,8.8,9
3/24/2016,0,0,0,8152,18.9,16.4,17.6,21500,3450,8150,9.9,9,9.3
3/25/2016,0,0,0,8770,18.9,18.4,18.7,21600,3340,8770,9.6,8.7,9.1
3/26/2016,0,0,0,8975,18.8,18.6,18.7,21300,5050,8980,9.3,8.7,8.9
3/27/2016,0,0,0,5996,18.8,18.6,18.6,7110,5170,5990,9,8.4,8.7
3/28/2016,0,0,0,5647,19.6,18.7,19.1,6430,4450,5650,8.7,8.5,8.6
3/29/2016,0,0,0,6876,20.1,19,19.7,20800,-658,6850,9.2,8.5,8.7
3/30/2016,0,0,0,6273,19.7,18.5,19.1,20200,-2860,6270,9.2,7.6,8.6
3/31/2016,0,0,0,6190,19.9,18.4,19,19700,-1400,6190,9.3,7.7,8.6
4/1/2016,0,0,0,9394,20.2,19.7,19.9,22100,-3910,9400,9.2,7.1,8.5
4/2/2016,0,0,0,10612,19.8,19.3,19.7,22800,-4270,10600,9.3,7.6,8.7
4/3/2016,0,0,0,11007,19.3,18.1,18.7,22400,-4920,11000,9.5,8.3,8.9
4/4/2016,0,0,0,7959,19.7,18.4,18.7,22800,-5070,7950,9.4,6.8,8.7
4/5/2016,0,0,0,7737,19.6,18.8,19.3,21600,-3820,7740,9.4,7.1,8.6
4/6/2016,0,0,0,8282,18.8,17.7,18.1,21900,-4900,8290,9.5,7.7,8.9
4/7/2016,1843,900,206.07,6336,18.4,18,18.2,20500,-232,6360,9.4,9,9.2
4/8/2016,172,1194,225.52,6330,19,18.2,18.6,18300,5410,6330,9.1,8.9,9
4/9/2016,103,1736,240.1,6010,18.6,17.5,18.3,6680,5460,6010,9.2,8.9,9.1
4/10/2016,349,1233,231.29,6057,17.5,16.5,17.1,6620,5470,6060,9.6,9.1,9.4
4/11/2016,140,696,224.37,6086,17.4,16.4,17,6620,5610,6080,9.6,9.4,9.5
4/12/2016,79,843,226.2,6068,17.9,17.2,17.7,6710,5710,6070,9.6,9.2,9.4
4/13/2016,30,1101,230.5,6052,18.1,17.7,17.9,6530,5600,6050,9.4,9.2,9.3
4/14/2016,55,241,224.16,6318,18.4,17.5,18,7390,5620,6320,9.5,9.2,9.3
4/15/2016,127,485,128.98,3259,17.7,17.4,17.5,6580,-447,3260,9.3,7.6,8.9
4/16/2016,30,804,53.92,3105,18.4,16.7,17.1,6370,-485,3100,9.3,7.7,8.7
4/17/2016,0,0,37.5,3141,18.5,16.6,17.1,6290,-469,3140,9.5,8,8.9
4/18/2016,26,6173,54.03,2810,18.8,17,17.4,6200,-416,2780,9.6,7.8,8.9
4/19/2016,99,5044,55.32,1627,20,17.6,18.6,6140,-260,1630,9.6,7.9,9
4/20/2016,16,3311,55.05,1636,20.2,19,19.6,5970,-551,1640,9.2,7.4,8.4
4/21/2016,5,3378,40.71,1489,21.8,19.8,20.8,5960,-414,1490,9,7.3,8.2
4/22/2016,0,2456,52.14,1552,21.9,20.9,21.4,5980,-270,1550,8.6,6.6,7.6
4/23/2016,2,2983,55,1509,23,21.6,22.2,5940,-393,1510,8.6,6,7.6
4/24/2016,0,3302,54.73,1647,23.2,21.6,22.1,6000,-354,1650,8.2,5.7,7.2
4/25/2016,47,1294,55.05,1844,23,21.3,22.2,16500,-149,1840,8.4,6.6,7.6
4/26/2016,3,1144,55.05,1576,24.2,22.3,23.1,5880,-629,1580,8.5,6.2,7.4
4/27/2016,0,601,55.03,1541,25,23.3,24,5920,-278,1540,8.2,6.7,7.5
4/28/2016,0,882,54.34,1526,25.5,23.8,24.6,5980,-294,1530,8,6.3,7.1
4/29/2016,0,271,53.99,1617,26.1,24.2,24.8,5920,-348,1620,7.8,5.2,6.7
4/30/2016,4,115,52.99,1589,25.9,24.8,25.3,5910,-367,1590,7.5,6,6.8
5/1/2016,0,0,37.5,1617,25.9,25,25.4,5940,-312,1620,7.5,5.8,6.5
5/2/2016,0,358,51.41,1528,26.6,25.3,25.9,5950,-510,1530,7.2,5.5,6.4
5/3/2016,0,27,39.37,13768,26,25.5,25.8,22700,-45,13800,8.6,5.7,7.4
5/4/2016,0,12,18.94,13746,25.7,24.8,25.2,22000,2480,13700,8.8,7.9,8.3
5/5/2016,0,75,117.54,14384,24.9,22.8,23.9,22900,4380,14400,8.8,8.1,8.5
5/6/2016,0,20,221.91,14290,22.8,21.3,22,23000,3970,14300,8.9,8.3,8.6
5/7/2016,0,0,221.56,11954,21.8,20.6,21.2,22500,5750,12000,9.1,8.4,8.6
5/8/2016,0,0,49.97,9686,22.8,21.7,22,22300,5520,9690,9.2,8.6,8.9
5/9/2016,0,2,113.72,9492,24.1,22.8,23.2,21200,-2920,9460,9.5,8.5,9
2/13/2017,0,44,41.69,1035,15,13.9,14.3,6390,-138,1020,10.5,9.6,10.2
2/14/2017,0,1367,77.41,1848,14.8,13.7,14.2,19900,-401,1820,10.4,9.4,10
2/15/2017,0,200,52.73,837,14.8,14.1,14.4,5670,-1030,818,10,8.9,9.6
2/16/2017,1,580,53.04,841,14.5,13.5,14,5760,-533,822,10,9.1,9.7
2/17/2017,0,93,34.26,738,14.8,13.5,14.1,5810,-1730,721,10.3,9,9.7
2/18/2017,0,0,0,95,14.6,13.8,14.2,300,-35,86,9.7,8.5,9.2
2/19/2017,0,0,0,140,15.9,13.8,14.8,484,-35,130,9.2,8,8.7
